url,post_id,title,content,date_posted,user_name,user_url,user_id,followers,likes,categories,source,attached_files,image_video_url,video_length,hashtags,comments_num,comments,discovery_input,post_type
"https://www.pinterest.com/pin/17381148553849109","17381148553849109","50 DIY Dog Toys You Can Make In No Time","If your home dog buddy is not so gentle with their toys and you want to save money, then this DIY (Do It Yourself) Dog Toys Ideas is for you!","""2022-06-11T00:02:08.000Z""","allyboo24","https://www.pinterest.com/allyboo24","17381285970317537",151,3,"[""Tiere"",""Tiere Und Heimtierbedarf""]","","[""https://i.pinimg.com/originals/6d/38/d7/6d38d79628d9805142788c740542c552.jpg""]","https://i.pinimg.com/originals/6d/38/d7/6d38d79628d9805142788c740542c552.jpg",0,"[""Hausgemachtes Hundespielzeug"",""Hunde Spielzeug Selber Machen"",""Selber Machen Hund"",""Wellensittich Spielzeug"",""Hunde Diy"",""Hundeplätze"",""Textilgarn"",""Hund Diy"",""Katzenrassen""]",2,"[""Nice thought, but oh-no-no-no. My dog would rip it to pieces and then eat it! She’s stronger than she seems and great at chewing up things.""]","{""keyword"":""dog toys""}","image"
"https://www.pinterest.com/pin/1084804628983062016","1084804628983062016","Dog Toys - Snuggly Cup","Golden Pooch Tennis Shoe Plush Dog Toy - Get the distressed sneaker toy with soul! Our parody take on the iconic tennis shoe is not only jaw-dropping, it’s also drool-inducing! Just like the original, the plush white exterior is sure to become more authentic-looking with age. Unlike the original, this one features a delightful squeaker inside that will instantly make it a favorite with your furry fashionista! Golden Pooch Sneaker toy measures 3"" x 7.5"" x 4""  LickCroix Barkling Water - Lickety Lime Flavored - Does your pupster value authenticity in their squeak toys? Then throw them this Lickety Lime version of our Lick Croiz Barkling Water! Not only will they love chewing on the soft, plush exterior, but the hidden squeaker inside will keep them coming back for more fizzy fun! LickCroix Lickety Lime toy measures 6"" Woof Clicquot Rose' Plush Dog Toy - Uncork some fun for your debonair doggy! Our Woof Clicquot Rosé toy is just what your pampered pup needs for the pawfect afternoon playtime. The velvety, plush exterior not only looks and feels pawsitively fabulous, but also hides a fun squeaker inside that will drive your urbane best friend bonkers! Woof Clicquot Rose' Toy Measures 9"" x 4.25"" x 3"" Chewlulemon Bag Plush Toy - For the downward dog who loves to both fetch and stretch! Our Chewlulemon Bag toy is sure to help them enter their play chakra with the soft, plush exterior and the hidden squeaker inside! The underside of the bag reminds us that ‘Dogs are not our whole life, but they make our life whole'. Measures 5"" x 6"" x 1.5"" Happy Birthday Bone Plush Toy - If your pooch is ready to let their fur down and celebrate, then throw them a bone with the “Pawty All The Time"" Birthday Bone plush toy! The exciting squeaker inside will make every day a tail-wagging good time. Available in three unique sizes to make your pup feel extra special! Large Birthday Bone measures 6"" x 4"" x 1"" Chewy Vuiton Checker Bone Toy - Does your haute-couture hound need a toy that’s as stylish as they are? Then look no further than the Chewy Vuiton Checker Bone Toy! It features the iconic checkered pattern that every furry fashionista drools over. The soft plush exterior provides the perfect surface to really sink their teeth into. And when they do, they’ll discover the delightful hidden squeaker inside! Large measures 6” x 4” x 1” Furball Cinnamutt Whisky Bottle Toy - Spice up your pooch’s playtime by tossing them a bottle of our Furball Cinnamutt Whiskey! This soft, plush whiskey bottle toy is a surefire recipe for a howling good time with its round, biteable shape and exhilarating squeaker inside! The Furball Cinnamutt Whisky Bottle Toy comes in one size. Measures 9"" x 4"" x 1.5"" ﻿Espresso Muttini- Looking for the perfect toy for your furry friend? Look no further! Our Dog Toys are designed to provide hours of fun for your pup while also promoting healthy exercise and play. No more boredom for your pup, just endless tail-wagging fun! Olipup- Pawberry Vanilla- Looking for the perfect toy for your furry friend? Look no further! Our Dog Toys are designed to provide hours of fun for your pup while also promoting healthy exercise and play. No more boredom for your pup, just endless tail-wagging fun! ﻿Snuggly Cup- ﻿Looking for the perfect toy for your furry friend? Look no further! Our Dog Toys are designed to provide hours of fun for your pup while also promoting healthy exercise and play. No more boredom for your pup, just endless tail-wagging fun!","""2024-05-01T12:30:48.000Z""","lilyjaneboutique1","https://www.pinterest.com/lilyjaneboutique1","1050746294219424452",73,5,"[""Animals""]","","[""https://i.pinimg.com/originals/98/2d/85/982d85d641549598d50fbf3502138017.jpg""]","https://i.pinimg.com/originals/98/2d/85/982d85d641549598d50fbf3502138017.jpg",0,"[""Makeup Dog Toys"",""Dog Stuff Aesthetic"",""Cute Dogs Stuff"",""Cute Puppy Toys"",""Cute Stuff For Dogs"",""Cute Dog Products"",""Dog Toy Aesthetic"",""Girl Puppy Accessories"",""Preppy Dog Toys""]",0,"null","{""keyword"":""dog toys""}","image"
"https://www.pinterest.com/pin/355362226865072169","355362226865072169","Aesthetic Dog Finds","Shop Premium Dog Beds for Large Dogs … and other curated products on LTK, the easiest way to shop everything from your favorite creators.","""2024-06-28T16:57:59.000Z""","hayleylarue","https://www.pinterest.com/hayleylarue","267049590312665613",68385,10,"[""Animals"",""Animals And Pet Supplies"",""Dog Supplies""]","","[""https://i.pinimg.com/originals/6b/17/83/6b1783b92d9cecdc5d52c72ba421bdcc.png""]","https://i.pinimg.com/originals/6b/17/83/6b1783b92d9cecdc5d52c72ba421bdcc.png",0,"[""Aesthetic Dog Room Ideas"",""Aesthetic Dog Decor"",""Wholesale Dog Products"",""Puppy List Pet Products"",""Aesthetic Dog Items"",""Cute Dog Stuff For The Home"",""Cool Dog Accessories"",""Dog Items Products"",""Puppy Essentials Aesthetic""]",0,"null","{""keyword"":""dog toys""}","image"
"https://www.pinterest.com/pin/694328467581318715","694328467581318715","Pup Cup Tumbler Plush Squeaker Dog Toy - Blue","Introducing the Pup Cup Tumbler Dog Toy - where tail-wagging fun meets trendy playtime! This toy isn’t just a plush, tumbler-shaped delight but a testament to quality  innovation for your furry companion, proudly designed in the USA.    Crafted with soft, plush materials, the Pup Cup Tumbler Dog Toy is paw-fect for cuddles and play. Its adorable tumbler shape is complete with a handy handle and a little straw to make it a fun addition to your dog's toy collection. But wait, there's more! Inside hides a surprise - a squeaker that promises hours of engaging, squeaky delight for your canine companion.  We know you love your Stanley Cup Tumbler, spoil your pup and let them sip on their own tumbler for endless entertainment, snuggles, and squeaks. Dimensions: 9.5""H x 5.5""W * As always pups should be supervised when playing. *","""2024-04-06T12:32:54.000Z""","miamorepets","https://www.pinterest.com/miamorepets","694328604959557638",447,14,"[""Animals""]","","[""https://i.pinimg.com/originals/d3/b9/25/d3b9258f7904c458270ed95e79bc3139.jpg""]","https://i.pinimg.com/originals/d3/b9/25/d3b9258f7904c458270ed95e79bc3139.jpg",0,"[""Things To Get Your Dog"",""Cute Stuff For Dogs"",""Rare Beauty Dog Toys"",""Pink Dog Toys"",""Preppy Dog Toys"",""Preppy Dog Stuff"",""Aesthetic Dog Toys"",""Cups Designs Ideas"",""Stuff For Dogs""]",2,"[""i dont think thats blue.. (check the title)"",""Just bought for my dog slayyyyyyy""]","{""keyword"":""dog toys""}","image"
"https://www.pinterest.com/pin/986710599584098709","986710599584098709","The 50 Best Interactive Dog Toys for Brain Stimulation","For pets who need brain stimulation and fight boredom, these are the 50 best interactive dog toys that are known to last, entertain and not be dangerous.","""2022-07-22T04:23:33.000Z""","topdogtips","https://www.pinterest.com/topdogtips","542050642559011518",76098,4,"[""Tiere""]","","[""https://i.pinimg.com/originals/28/88/11/28881122d699f6b931af671fef2ac89c.png""]","https://i.pinimg.com/originals/28/88/11/28881122d699f6b931af671fef2ac89c.png",0,"[""Hunde Spielzeug Diy"",""Hündchen Übung"",""Hunde Spiele"",""Hunde Haus"",""Hund Diy"",""Zahnreinigung"",""Hundebedarf"",""Hund Zubehör"",""Hündchen Training""]",4,"[""Looks like fun for the Dogs"",""Works like a kong, interesting."",""Looks like it can keep your pet busy"",""nice toy""]","{""keyword"":""dog toys""}","image"
"https://www.pinterest.com/pin/897342294480524569","897342294480524569","Carrot Interactive Nosework Dog Toy","If you're looking for a fun interactive toy, your dog will absolutely love this carrot toy! Each toy comes with 4 or 6 removeable carrots that your dog can pluck out and play fetch with. For an exciting and challenging enrichment game, hide treats inside the holes and place the carrots back inside. Your dog will have so much fun plucking the carrots and finding the treats!  Note: This toy is recommended for nose work games and not as a chew toy. Please supervise or remove the toy after your dog has finished playing with it.","""2022-12-15T17:00:40.000Z""","woofelite","https://www.pinterest.com/woofelite","897342431912093701",1358,76,"[""Animals""]","","[""https://v1.pinimg.com/videos/mc/720p/05/e1/ea/05e1ea3c1c01c6ee7dde24240c8ef98b.mp4"",""https://i.pinimg.com/originals/1a/42/4a/1a424aa6e4398c5f4684107914eccecb.jpg""]","https://i.pinimg.com/originals/1a/42/4a/1a424aa6e4398c5f4684107914eccecb.jpg",29,"[""Dog Toys Diy"",""Homemade Dog Toys"",""Cute Dog Toys"",""Dog Accesories"",""Dogs Toys"",""Diy Dog Toys"",""Bernedoodle Puppy"",""Dog Enrichment"",""Best Dog Toys""]",9,"[""that dog just blew through it… it won’t last long if ur pup is only doing it for treats"",""This music brings back memories"",""My puppy would js tear up the stuffing and that stuff"",""R.I.P. Pugs then?"",""Use pinterest10 for 10% off - https://woofelite.com/products/carrot-interactive-nosework-dog-toy"",""definitely looks fun""]","{""keyword"":""dog toys""}","video"
"https://www.pinterest.com/pin/223843043972320480","223843043972320480","Aesthetic Neutral Dog Toys","Shop Brand: Barida and other curated products on LTK, the easiest way to shop everything from your favorite creators.","""2024-06-28T21:21:23.000Z""","sgoggia","https://www.pinterest.com/sgoggia","568861134090683572",103,11,"[""Animals"",""Animals And Pet Supplies"",""Dog Supplies""]","","[""https://i.pinimg.com/originals/04/eb/de/04ebdeb701643dbb97913671456478f6.jpg""]","https://i.pinimg.com/originals/04/eb/de/04ebdeb701643dbb97913671456478f6.jpg",0,"[""Neutral Dog Toys"",""Cute Things For Puppies"",""Princess Dog Aesthetic"",""Aesthetic Dog Toy Basket"",""Aesthetic Pet Accessories"",""Cute Small Dog Accessories"",""Dog Stuff Aesthetic"",""Puppy Essentials Aesthetic"",""Dog Aesthetic Accessories""]",1,"[""Мне нравится! ❤️""]","{""keyword"":""dog toys""}","image"
"https://www.pinterest.com/pin/884112970585319377","884112970585319377","7 Homemade Cat Treat Recipes Your Cat Will Love","Join cat-vet Dr. Carter as she discusses her favorite healthy cat treats, homemade and non-homemade. You may get more info than you bargained for!","""2024-01-15T03:17:58.000Z""","drcarter0525","https://www.pinterest.com/drcarter0525","884113108006737219",131,2,"[""Animals""]","","[""https://i.pinimg.com/originals/38/03/64/38036442a954718f7c8837330bffdae5.png""]","https://i.pinimg.com/originals/38/03/64/38036442a954718f7c8837330bffdae5.png",0,"[""Kitten Treats Homemade"",""Soft Cat Treats Homemade"",""Best Cat Treats"",""Homemade Lickable Cat Treats"",""Homemade Cat Treats Recipes Easy"",""Pumpkin Cat Treats Homemade"",""Diy Kitten Food"",""Kitty Treats Homemade"",""Homemade Treats For Cats""]",1,"[""Nice! Have you tried all 7, which one is the best?""]","{""keyword"":""cat treats""}","image"
"https://www.pinterest.com/pin/354025220720134047","354025220720134047","DIY Tuna Cat Treats > From Under a Palm Tree","These DIY Tuna Cat Treats are inexpensive to make and you probably have most of the ingredients in your kitchen pantry already.","""2022-06-05T15:06:20.000Z""","whitneybham81","https://www.pinterest.com/whitneybham81","354025358116323279",28,0,"[""Animals"",""Animals And Pet Supplies""]","","[""https://i.pinimg.com/originals/ed/a5/dc/eda5dcc4cd114d2d491c73da99dd27dd.png""]","https://i.pinimg.com/originals/ed/a5/dc/eda5dcc4cd114d2d491c73da99dd27dd.png",0,"[""Homemade Cat Treats Recipes"",""Diy Cat Treats"",""Tuna Cat Treats"",""Katt Diy"",""Kitty Treats"",""Diy Cat Food"",""Homemade Pet Treats"",""Pet Treats Recipes"",""Cat Treats Homemade""]",1,"[""À cuisiner pour votre chat""]","{""keyword"":""cat treats""}","image"
"https://www.pinterest.com/pin/60657926225437530","60657926225437530","Homemade Cat Treats","Homemade Cat Treats","""2024-08-24T22:20:23.000Z""","spaceshipslb","https://www.pinterest.com/spaceshipslb","180496034974138415",546174,2,"[""Animals"",""Animals And Pet Supplies""]","","[""https://i.pinimg.com/originals/10/ec/3d/10ec3d236e4f4c4839cdad4b1c5837bf.jpg""]","https://i.pinimg.com/originals/10/ec/3d/10ec3d236e4f4c4839cdad4b1c5837bf.jpg",0,"[""Baked Cat Treats"",""Easy Homemade Cat Treats"",""Kitty Treats Homemade"",""Chicken Cat Treats Homemade"",""Homemade Treats For Cats"",""How To Make Cat Treats"",""No Bake Cat Treats"",""Homemade Kitten Treats"",""Cooked Cat Food Recipes""]",0,"null","{""keyword"":""cat treats""}","image"
